298
1
38
1 2 3
4 21 37
16 32 15
36 4 22
32 34 35
1 29 31
1 26 27
3 37 31
2 36 31
35 3 30
2 28 34
31
38
1 2 3
0 32 37
0 34 36
0 33 35
24 21 30
30 22 23
25 14 15
25 10 11
9 11 29
8 13 31
16 17 7
8 28 7
17 18 27
9 26 28
20 6 23
18 22 6
10 19 21
24 10 12
23 12 15
16 24 27
22 21 14
16 20 4
20 5 15
18 5 14
17 19 4
32 6 7
34 13 29
34 19 12
33 11 13
8 33 26
35 4 5
32 9 36
1 31 25
3 28 29
2 27 26
3 37 30
2 37 31
1 35 36
32
38
1 2 3
0 32 33
0 34 35
0 36 37
19 5 13
4 6 7
17 12 5
18 11 5
9 10 14
8 17 11
8 18 12
9 12 7
10 11 6
4 22 15
8 16 24
16 20 13
23 14 15
9 6 25
10 26 7
20 4 21
35 19 15
32 19 22
35 13 21
16 33 28
33 27 14
17 37 31
18 36 30
24 32 28
34 27 23
34 30 31
26 29 37
25 36 29
1 27 21
24 1 23
2 28 29
2 20 22
26 3 31
25 3 30
33
38
1 2 3
0 32 37
0 33 36
0 34 35
23 22 15
14 6 7
8 5 31
9 5 30
10 12 6
11 13 7
8 17 13
9 12 17
8 16 11
16 9 10
20 5 21
18 19 4
24 12 13
25 10 11
27 21 15
26 20 15
27 19 14
18 26 14
24 28 4
25 4 29
16 34 22
17 35 23
33 19 21
32 18 20
35 29 22
34 28 23
33 37 7
32 36 6
1 27 31
2 26 30
24 3 29
25 3 28
2 37 31
1 36 30
34
38
1 2 3
0 32 37
0 34 35
0 33 36
31 5 23
24 25 4
8 23 7
20 22 6
19 21 6
16 18 26
17 29 15
17 13 14
16 13 15
11 12 29
11 28 15
10 12 14
9 12 22
10 11 21
9 19 20
8 18 22
18 21 7
8 17 20
16 19 7
4 37 6
35 5 30
26 34 5
9 35 25
33 28 30
32 27 14
33 10 13
24 34 27
32 36 4
1 28 31
27 3 29
25 2 30
24 2 26
3 37 31
1 36 23
35
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
25 27 23
8 22 7
17 19 6
16 18 6
11 28 15
12 13 31
9 21 17
10 19 30
10 18 29
17 20 15
16 9 14
8 21 15
11 14 7
8 13 30
12 29 7
26 28 14
16 25 11
24 6 23
26 5 22
25 4 22
24 5 21
20 4 23
36 4 5
9 20 33
32 19 13
32 18 12
10 35 34
3 29 30
3 28 37
2 37 31
1 36 31
35 2 27
1 34 33
36
38
1 2 3
0 32 37
0 33 36
0 34 35
8 18 6
9 19 7
11 4 13
10 12 5
10 4 14
11 5 15
8 16 7
9 6 17
17 15 7
16 14 6
8 13 21
9 12 20
24 10 13
25 11 12
4 21 23
20 5 22
19 37 15
18 37 14
19 36 31
18 35 30
16 34 29
17 28 33
32 29 30
32 28 31
25 27 36
24 26 35
26 34 23
33 27 22
1 26 27
25 2 31
24 3 30
3 29 23
2 28 22
1 20 21
37
38
1 2 3
0 33 36
0 34 35
0 32 37
9 11 7
11 12 6
10 5 13
12 4 13
16 9 14
8 18 4
17 6 15
20 4 5
18 5 7
21 6 7
8 17 19
16 10 19
8 26 15
10 26 14
9 27 12
30 14 15
11 29 23
24 13 31
24 25 29
25 20 28
28 21 22
27 22 23
16 17 32
25 18 33
24 33 23
34 20 22
35 19 31
32 21 30
26 3 31
1 27 28
2 29 37
2 36 30
1 35 37
34 3 36
38
38
1 2 3
0 34 35
0 32 37
0 33 36
24 19 22
24 20 21
17 18 7
8 9 6
12 13 7
11 14 7
18 11 12
9 10 13
8 10 14
8 11 21
9 12 22
16 25 28
23 29 15
28 6 23
10 29 6
20 4 31
19 5 30
31 5 13
4 30 14
16 17 27
26 4 5
26 27 15
24 25 35
25 33 23
17 34 15
16 33 18
32 20 22
32 19 21
2 30 31
27 3 29
1 28 37
1 26 36
35 3 37
2 36 34
39
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
25 27 23
8 31 7
19 21 6
18 20 6
28 14 15
11 13 14
10 12 15
16 11 22
17 10 22
16 9 10
9 11 17
20 12 14
21 13 15
8 21 29
20 29 7
8 16 19
17 18 7
25 12 13
26 5 30
25 4 30
24 5 22
28 4 23
36 4 5
9 26 35
32 18 19
24 33 23
32 34 6
3 29 31
3 37 30
2 37 31
1 28 36
35 2 27
1 34 33
40
38
1 2 3
0 33 36
0 34 35
0 32 37
12 6 15
10 11 6
4 5 14
8 9 17
11 20 7
10 19 7
9 20 5
8 19 5
16 4 13
17 18 12
16 18 6
4 21 22
26 12 14
26 13 7
27 13 14
9 11 30
8 10 31
24 29 15
23 28 15
25 29 22
25 28 21
24 27 23
16 17 32
25 18 33
24 33 22
34 21 23
35 19 31
32 20 30
26 3 31
1 27 28
2 29 37
2 36 30
1 35 37
34 3 36
41
38
1 2 3
0 34 35
0 32 37
0 33 36
5 6 31
26 4 30
24 25 4
24 10 26
29 14 23
11 13 29
11 12 7
9 10 23
10 21 22
9 27 14
8 13 21
16 17 21
18 20 15
25 19 15
16 19 28
17 18 22
16 25 22
12 14 15
20 19 12
8 27 11
30 6 7
17 20 6
28 5 7
35 13 23
33 18 26
8 9 32
24 33 5
32 34 4
2 29 31
3 28 30
1 37 31
1 27 36
35 3 37
2 36 34
42
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 12
8 11 13
10 13 7
11 12 6
19 5 15
18 4 14
20 4 6
21 5 7
16 4 7
16 5 6
9 19 17
8 17 18
28 12 13
30 14 15
9 29 15
8 29 14
10 22 31
26 11 23
24 27 20
25 27 21
25 26 22
24 28 23
24 35 21
33 22 23
16 25 33
32 18 19
32 17 31
34 20 30
3 29 30
2 27 28
1 37 31
1 26 36
35 3 37
2 36 34
43
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 12
8 11 13
10 13 7
11 12 6
19 5 15
18 4 14
20 4 6
21 5 7
16 4 7
16 5 6
9 19 17
8 17 18
28 12 13
30 14 15
9 29 15
8 29 14
10 22 31
27 11 23
25 26 20
24 26 21
25 28 23
24 27 22
35 22 23
25 21 33
16 24 33
32 18 19
32 17 31
34 20 30
3 29 30
2 27 28
1 37 31
1 26 36
35 3 37
2 36 34
44
38
1 2 3
0 32 33
0 34 37
0 35 36
16 10 12
16 17 6
11 5 15
8 9 18
11 14 7
10 13 7
9 4 14
8 13 6
20 4 15
9 11 22
8 10 22
12 21 6
4 5 21
27 28 5
25 26 7
24 20 23
32 19 12
16 32 15
33 13 14
19 28 37
27 19 36
18 34 31
18 35 30
24 17 37
17 36 23
33 30 31
26 34 29
25 35 29
1 20 21
1 29 22
25 2 30
26 3 31
24 3 28
2 27 23
45
38
1 2 3
0 32 37
0 34 36
0 33 35
31 27 15
16 26 31
9 11 17
8 18 11
17 10 7
10 18 6
8 9 14
13 6 7
30 13 14
11 12 15
16 10 12
26 4 13
27 5 14
8 20 6
9 21 7
20 21 30
17 19 23
18 19 22
25 21 29
24 28 20
32 29 23
32 28 22
34 5 15
16 34 4
25 33 23
24 33 22
36 19 12
35 4 5
24 1 25
3 28 29
2 27 26
3 37 31
2 37 30
1 35 36
46
38
1 2 3
0 32 37
0 34 36
0 33 35
5 6 31
17 4 14
16 4 15
8 9 19
17 13 7
16 12 7
27 30 14
26 30 15
9 18 17
8 16 18
10 26 5
27 11 6
9 13 6
8 12 5
12 13 21
20 21 7
31 19 23
18 19 22
25 21 29
24 28 20
32 29 23
32 28 22
33 11 14
33 10 15
25 34 23
24 34 22
10 11 36
20 35 4
24 1 25
27 26 3
2 28 29
3 37 31
2 37 30
1 35 36
47
38
1 2 3
0 35 37
0 34 36
0 32 33
8 25 7
24 30 23
30 21 22
24 4 29
20 4 28
17 14 23
16 23 15
16 17 20
19 13 21
18 12 22
16 9 18
17 10 19
10 11 14
9 11 15
27 13 14
26 12 15
8 11 29
27 12 6
26 13 6
9 10 5
28 5 7
32 4 31
19 37 22
18 36 21
8 24 33
33 20 7
32 5 6
25 34 35
25 3 30
3 28 29
2 37 31
1 36 31
35 2 27
1 26 34
48
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
25 27 23
8 31 7
19 21 6
18 20 6
12 22 14
11 28 13
10 14 15
9 13 15
17 10 12
9 11 17
16 11 12
21 22 15
20 13 14
8 21 29
20 29 7
8 17 19
16 18 7
16 9 25
26 5 30
25 4 30
24 5 22
28 4 23
36 4 5
10 35 26
32 18 19
24 33 23
32 34 6
3 29 31
3 37 30
2 37 31
1 28 36
35 2 27
1 34 33
49
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
25 27 23
8 31 7
19 21 6
18 20 6
22 14 15
11 13 14
10 12 15
17 11 22
16 10 28
9 10 17
16 9 11
21 13 15
20 12 14
8 21 29
20 29 7
8 17 19
16 18 7
9 12 25
26 5 30
25 4 30
24 5 22
28 4 23
36 4 5
26 35 13
32 18 19
24 33 23
32 34 6
3 29 31
3 37 30
2 37 31
1 28 36
35 2 27
1 34 33
50
38
1 2 3
0 33 37
0 34 35
0 32 36
25 5 6
16 4 13
4 14 15
24 17 10
9 23 17
8 24 14
23 13 7
16 22 14
19 13 15
10 12 5
9 11 6
16 12 6
11 5 15
8 31 7
27 20 22
27 12 21
18 26 21
28 19 20
18 11 28
8 10 29
9 29 7
26 4 30
25 20 33
33 18 19
35 21 22
24 32 23
25 34 31
32 17 30
3 29 31
1 26 27
2 37 30
36 2 28
35 3 37
1 34 36
51
38
1 2 3
0 33 37
0 34 35
0 32 36
10 13 14
12 14 6
11 5 13
8 17 12
9 20 7
8 16 15
18 11 4
10 19 6
16 5 7
20 4 6
19 4 5
9 18 17
9 12 31
31 15 7
10 29 15
11 28 14
8 13 30
25 26 23
24 27 23
30 21 22
26 29 22
27 28 21
24 33 21
25 35 22
32 25 19
24 18 34
33 20 23
16 17 32
3 28 31
1 26 30
2 29 37
2 27 36
35 3 37
1 34 36
52
38
1 2 3
0 33 36
0 32 37
0 34 35
12 5 15
9 4 13
11 13 7
9 12 6
10 11 20
20 5 7
8 16 14
8 17 6
18 4 7
18 5 6
17 10 19
16 19 4
10 31 15
11 14 31
12 13 29
28 14 15
8 9 30
25 27 23
24 26 23
30 21 22
27 29 22
26 28 21
25 22 33
24 33 21
25 19 35
24 32 18
34 20 23
16 17 32
2 29 31
1 26 27
3 37 30
36 3 28
1 35 37
2 36 34
53
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 17
8 9 6
11 5 14
8 24 14
13 5 7
4 5 15
16 12 4
12 13 6
10 11 22
8 11 20
20 6 7
16 9 19
10 18 15
18 19 4
16 17 29
17 26 15
13 14 29
25 28 23
27 12 23
21 22 31
26 28 7
27 21 30
24 35 19
32 25 22
24 32 21
33 18 20
25 33 31
34 30 23
27 3 28
2 29 30
1 37 31
1 26 36
35 3 37
2 36 34
54
38
1 2 3
0 36 37
0 32 35
0 33 34
5 6 31
28 4 30
27 4 29
17 11 13
16 19 12
18 12 15
11 20 14
10 29 7
8 9 30
23 20 7
24 17 10
9 26 19
8 25 18
21 14 7
16 9 22
8 22 15
10 13 21
17 35 20
18 19 34
24 36 13
37 14 23
16 26 37
25 36 15
33 28 6
32 27 5
35 11 6
34 12 5
32 33 4
2 28 31
27 3 31
3 30 22
2 21 29
1 26 23
24 1 25
55
38
1 2 3
0 33 37
0 32 36
0 34 35
5 6 29
20 18 4
17 19 4
10 11 22
10 12 21
24 11 13
8 13 7
9 12 7
8 11 14
9 10 14
16 12 13
16 18 22
17 14 15
16 20 6
19 5 15
25 18 6
17 5 25
8 26 23
26 15 7
24 28 21
9 27 23
19 20 37
33 21 22
24 35 31
34 30 23
33 4 36
32 35 28
32 34 27
2 30 31
1 26 29
3 28 31
27 3 30
2 29 37
1 36 25
56
38
1 2 3
0 32 37
0 33 36
0 34 35
24 25 31
30 22 23
29 21 23
8 9 28
27 13 7
15 12 7
11 13 14
16 10 15
16 9 14
8 10 26
10 12 18
9 18 11
17 11 12
16 28 20
19 14 15
18 20 22
17 19 21
20 30 6
19 5 29
5 6 37
35 27 4
26 4 34
25 35 13
8 24 34
32 17 7
33 22 6
33 5 21
32 36 4
1 28 31
2 29 30
27 25 3
24 26 3
2 37 31
1 36 23
57
38
1 2 3
0 35 37
0 34 36
0 32 33
24 30 22
21 30 23
8 17 7
14 13 6
12 6 15
18 19 29
19 11 14
10 18 15
8 16 14
16 15 7
10 12 7
8 11 13
26 12 13
26 27 6
24 9 11
9 10 23
28 21 22
24 20 5
20 4 23
19 5 22
18 4 21
32 28 31
16 17 37
17 36 29
25 20 33
9 27 33
32 4 5
25 34 35
25 3 30
3 28 29
2 37 31
1 36 31
35 2 27
1 26 34
58
38
1 2 3
0 32 37
0 33 35
0 34 36
8 10 7
8 11 6
9 10 5
9 11 4
18 4 5
19 6 7
4 14 6
15 5 7
17 13 15
16 12 14
25 10 13
25 11 12
24 13 21
20 12 23
8 27 19
9 18 26
24 17 22
16 22 23
36 20 21
17 34 21
16 34 20
32 14 15
32 19 31
33 18 28
35 27 30
33 30 31
28 29 37
26 35 29
1 26 25
2 27 29
24 3 23
2 28 31
3 37 22
1 36 30
59
38
1 2 3
0 34 35
0 33 37
0 32 36
5 6 31
24 26 4
25 4 23
27 30 15
9 10 30
8 17 19
8 16 18
28 12 29
11 20 13
19 12 21
18 20 21
16 17 7
10 19 15
9 18 15
17 10 14
16 9 13
26 12 14
25 13 14
24 28 23
26 22 6
25 5 22
24 21 6
20 5 23
35 29 7
32 11 22
27 33 11
8 33 7
32 34 4
3 28 31
2 29 30
1 37 31
1 27 36
35 3 37
2 36 34
60
38
1 2 3
0 32 36
0 35 37
0 33 34
8 17 10
16 10 7
8 9 7
17 5 6
16 4 6
25 11 6
25 4 5
9 18 22
13 14 29
28 12 15
26 19 12
27 20 13
8 5 29
28 4 7
31 11 23
24 27 14
24 26 15
30 22 23
32 11 21
18 36 21
19 20 37
9 10 33
35 20 14
35 19 15
17 34 13
16 34 12
33 21 31
32 18 30
1 22 31
25 3 30
3 28 29
2 27 26
1 37 23
24 2 36
61
38
1 2 3
0 32 36
0 35 37
0 33 34
11 5 6
8 9 4
10 4 7
9 13 6
10 5 13
16 5 7
