298
1
38
1 2 3
4 21 37
15 16 32
4 22 36
32 34 35
1 29 31
1 26 27
3 31 37
2 31 36
3 30 35
2 28 34
31
38
1 2 3
0 32 37
0 34 36
0 33 35
21 24 30
22 23 30
14 15 25
10 11 25
9 11 29
8 13 31
7 16 17
7 8 28
17 18 27
9 26 28
6 20 23
6 18 22
10 19 21
10 12 24
12 15 23
16 24 27
14 21 22
4 16 20
5 15 20
5 14 18
4 17 19
6 7 32
13 29 34
12 19 34
11 13 33
8 26 33
4 5 35
9 32 36
1 25 31
3 28 29
2 26 27
3 30 37
2 31 37
1 35 36
32
38
1 2 3
0 32 33
0 34 35
0 36 37
5 13 19
4 6 7
5 12 17
5 11 18
9 10 14
8 11 17
8 12 18
7 9 12
6 10 11
4 15 22
8 16 24
13 16 20
14 15 23
6 9 25
7 10 26
4 20 21
15 19 35
19 22 32
13 21 35
16 28 33
14 27 33
17 31 37
18 30 36
24 28 32
23 27 34
30 31 34
26 29 37
25 29 36
1 21 27
1 23 24
2 28 29
2 20 22
3 26 31
3 25 30
33
38
1 2 3
0 32 37
0 33 36
0 34 35
15 22 23
6 7 14
5 8 31
5 9 30
6 10 12
7 11 13
8 13 17
9 12 17
8 11 16
9 10 16
5 20 21
4 18 19
12 13 24
10 11 25
15 21 27
15 20 26
14 19 27
14 18 26
4 24 28
4 25 29
16 22 34
17 23 35
19 21 33
18 20 32
22 29 35
23 28 34
7 33 37
6 32 36
1 27 31
2 26 30
3 24 29
3 25 28
2 31 37
1 30 36
34
38
1 2 3
0 32 37
0 34 35
0 33 36
5 23 31
4 24 25
7 8 23
6 20 22
6 19 21
16 18 26
15 17 29
13 14 17
13 15 16
11 12 29
11 15 28
10 12 14
9 12 22
10 11 21
9 19 20
8 18 22
7 18 21
8 17 20
7 16 19
4 6 37
5 30 35
5 26 34
9 25 35
28 30 33
14 27 32
10 13 33
24 27 34
4 32 36
1 28 31
3 27 29
2 25 30
2 24 26
3 31 37
1 23 36
35
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
23 25 27
7 8 22
6 17 19
6 16 18
11 15 28
12 13 31
9 17 21
10 19 30
10 18 29
15 17 20
9 14 16
8 15 21
7 11 14
8 13 30
7 12 29
14 26 28
11 16 25
6 23 24
5 22 26
4 22 25
5 21 24
4 20 23
4 5 36
9 20 33
13 19 32
12 18 32
10 34 35
3 29 30
3 28 37
2 31 37
1 31 36
2 27 35
1 33 34
36
38
1 2 3
0 32 37
0 33 36
0 34 35
6 8 18
7 9 19
4 11 13
5 10 12
4 10 14
5 11 15
7 8 16
6 9 17
7 15 17
6 14 16
8 13 21
9 12 20
10 13 24
11 12 25
4 21 23
5 20 22
15 19 37
14 18 37
19 31 36
18 30 35
16 29 34
17 28 33
29 30 32
28 31 32
25 27 36
24 26 35
23 26 34
22 27 33
1 26 27
2 25 31
3 24 30
3 23 29
2 22 28
1 20 21
37
38
1 2 3
0 33 36
0 34 35
0 32 37
7 9 11
6 11 12
5 10 13
4 12 13
9 14 16
4 8 18
6 15 17
4 5 20
5 7 18
6 7 21
8 17 19
10 16 19
8 15 26
10 14 26
9 12 27
14 15 30
11 23 29
13 24 31
24 25 29
20 25 28
21 22 28
22 23 27
16 17 32
18 25 33
23 24 33
20 22 34
19 31 35
21 30 32
3 26 31
1 27 28
2 29 37
2 30 36
1 35 37
3 34 36
38
38
1 2 3
0 34 35
0 32 37
0 33 36
19 22 24
20 21 24
7 17 18
6 8 9
7 12 13
7 11 14
11 12 18
9 10 13
8 10 14
8 11 21
9 12 22
16 25 28
15 23 29
6 23 28
6 10 29
4 20 31
5 19 30
5 13 31
4 14 30
16 17 27
4 5 26
15 26 27
24 25 35
23 25 33
15 17 34
16 18 33
20 22 32
19 21 32
2 30 31
3 27 29
1 28 37
1 26 36
3 35 37
2 34 36
39
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
23 25 27
7 8 31
6 19 21
6 18 20
14 15 28
11 13 14
10 12 15
11 16 22
10 17 22
9 10 16
9 11 17
12 14 20
13 15 21
8 21 29
7 20 29
8 16 19
7 17 18
12 13 25
5 26 30
4 25 30
5 22 24
4 23 28
4 5 36
9 26 35
18 19 32
23 24 33
6 32 34
3 29 31
3 30 37
2 31 37
1 28 36
2 27 35
1 33 34
40
38
1 2 3
0 33 36
0 34 35
0 32 37
6 12 15
6 10 11
4 5 14
8 9 17
7 11 20
7 10 19
5 9 20
5 8 19
4 13 16
12 17 18
6 16 18
4 21 22
12 14 26
7 13 26
13 14 27
9 11 30
8 10 31
15 24 29
15 23 28
22 25 29
21 25 28
23 24 27
16 17 32
18 25 33
22 24 33
21 23 34
19 31 35
20 30 32
3 26 31
1 27 28
2 29 37
2 30 36
1 35 37
3 34 36
41
38
1 2 3
0 34 35
0 32 37
0 33 36
5 6 31
4 26 30
4 24 25
10 24 26
14 23 29
11 13 29
7 11 12
9 10 23
10 21 22
9 14 27
8 13 21
16 17 21
15 18 20
15 19 25
16 19 28
17 18 22
16 22 25
12 14 15
12 19 20
8 11 27
6 7 30
6 17 20
5 7 28
13 23 35
18 26 33
8 9 32
5 24 33
4 32 34
2 29 31
3 28 30
1 31 37
1 27 36
3 35 37
2 34 36
42
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 12
8 11 13
7 10 13
6 11 12
5 15 19
4 14 18
4 6 20
5 7 21
4 7 16
5 6 16
9 17 19
8 17 18
12 13 28
14 15 30
9 15 29
8 14 29
10 22 31
11 23 26
20 24 27
21 25 27
22 25 26
23 24 28
21 24 35
22 23 33
16 25 33
18 19 32
17 31 32
20 30 34
3 29 30
2 27 28
1 31 37
1 26 36
3 35 37
2 34 36
43
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 12
8 11 13
7 10 13
6 11 12
5 15 19
4 14 18
4 6 20
5 7 21
4 7 16
5 6 16
9 17 19
8 17 18
12 13 28
14 15 30
9 15 29
8 14 29
10 22 31
11 23 27
20 25 26
21 24 26
23 25 28
22 24 27
22 23 35
21 25 33
16 24 33
18 19 32
17 31 32
20 30 34
3 29 30
2 27 28
1 31 37
1 26 36
3 35 37
2 34 36
44
38
1 2 3
0 32 33
0 34 37
0 35 36
10 12 16
6 16 17
5 11 15
8 9 18
7 11 14
7 10 13
4 9 14
6 8 13
4 15 20
9 11 22
8 10 22
6 12 21
4 5 21
5 27 28
7 25 26
20 23 24
12 19 32
15 16 32
13 14 33
19 28 37
19 27 36
18 31 34
18 30 35
17 24 37
17 23 36
30 31 33
26 29 34
25 29 35
1 20 21
1 22 29
2 25 30
3 26 31
3 24 28
2 23 27
45
38
1 2 3
0 32 37
0 34 36
0 33 35
15 27 31
16 26 31
9 11 17
8 11 18
7 10 17
6 10 18
8 9 14
6 7 13
13 14 30
11 12 15
10 12 16
4 13 26
5 14 27
6 8 20
7 9 21
20 21 30
17 19 23
18 19 22
21 25 29
20 24 28
23 29 32
22 28 32
5 15 34
4 16 34
23 25 33
22 24 33
12 19 36
4 5 35
1 24 25
3 28 29
2 26 27
3 31 37
2 30 37
1 35 36
46
38
1 2 3
0 32 37
0 34 36
0 33 35
5 6 31
4 14 17
4 15 16
8 9 19
7 13 17
7 12 16
14 27 30
15 26 30
9 17 18
8 16 18
5 10 26
6 11 27
6 9 13
5 8 12
12 13 21
7 20 21
19 23 31
18 19 22
21 25 29
20 24 28
23 29 32
22 28 32
11 14 33
10 15 33
23 25 34
22 24 34
10 11 36
4 20 35
1 24 25
3 26 27
2 28 29
3 31 37
2 30 37
1 35 36
47
38
1 2 3
0 35 37
0 34 36
0 32 33
7 8 25
23 24 30
21 22 30
4 24 29
4 20 28
14 17 23
15 16 23
16 17 20
13 19 21
12 18 22
9 16 18
10 17 19
10 11 14
9 11 15
13 14 27
12 15 26
8 11 29
6 12 27
6 13 26
5 9 10
5 7 28
4 31 32
19 22 37
18 21 36
8 24 33
7 20 33
5 6 32
25 34 35
3 25 30
3 28 29
2 31 37
1 31 36
2 27 35
1 26 34
48
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
23 25 27
7 8 31
6 19 21
6 18 20
12 14 22
11 13 28
10 14 15
9 13 15
10 12 17
9 11 17
11 12 16
15 21 22
13 14 20
8 21 29
7 20 29
8 17 19
7 16 18
9 16 25
5 26 30
4 25 30
5 22 24
4 23 28
4 5 36
10 26 35
18 19 32
23 24 33
6 32 34
3 29 31
3 30 37
2 31 37
1 28 36
2 27 35
1 33 34
49
38
1 2 3
0 35 37
0 34 36
0 32 33
24 26 27
23 25 27
7 8 31
6 19 21
6 18 20
14 15 22
11 13 14
10 12 15
11 17 22
10 16 28
9 10 17
9 11 16
13 15 21
12 14 20
8 21 29
7 20 29
8 17 19
7 16 18
9 12 25
5 26 30
4 25 30
5 22 24
4 23 28
4 5 36
13 26 35
18 19 32
23 24 33
6 32 34
3 29 31
3 30 37
2 31 37
1 28 36
2 27 35
1 33 34
50
38
1 2 3
0 33 37
0 34 35
0 32 36
5 6 25
4 13 16
4 14 15
10 17 24
9 17 23
8 14 24
7 13 23
14 16 22
13 15 19
5 10 12
6 9 11
6 12 16
5 11 15
7 8 31
20 22 27
12 21 27
18 21 26
19 20 28
11 18 28
8 10 29
7 9 29
4 26 30
20 25 33
18 19 33
21 22 35
23 24 32
25 31 34
17 30 32
3 29 31
1 26 27
2 30 37
2 28 36
3 35 37
1 34 36
51
38
1 2 3
0 33 37
0 34 35
0 32 36
10 13 14
6 12 14
5 11 13
8 12 17
7 9 20
8 15 16
4 11 18
6 10 19
5 7 16
4 6 20
4 5 19
9 17 18
9 12 31
7 15 31
10 15 29
11 14 28
8 13 30
23 25 26
23 24 27
21 22 30
22 26 29
21 27 28
21 24 33
22 25 35
19 25 32
18 24 34
20 23 33
16 17 32
3 28 31
1 26 30
2 29 37
2 27 36
3 35 37
1 34 36
52
38
1 2 3
0 33 36
0 32 37
0 34 35
5 12 15
4 9 13
7 11 13
6 9 12
10 11 20
5 7 20
8 14 16
6 8 17
4 7 18
5 6 18
10 17 19
4 16 19
10 15 31
11 14 31
12 13 29
14 15 28
8 9 30
23 25 27
23 24 26
21 22 30
22 27 29
21 26 28
22 25 33
21 24 33
19 25 35
18 24 32
20 23 34
16 17 32
2 29 31
1 26 27
3 30 37
3 28 36
1 35 37
2 34 36
53
38
1 2 3
0 34 35
0 33 37
0 32 36
9 10 17
6 8 9
5 11 14
8 14 24
5 7 13
4 5 15
4 12 16
6 12 13
10 11 22
8 11 20
6 7 20
9 16 19
10 15 18
4 18 19
16 17 29
15 17 26
13 14 29
23 25 28
12 23 27
21 22 31
7 26 28
21 27 30
19 24 35
22 25 32
21 24 32
18 20 33
25 31 33
23 30 34
3 27 28
2 29 30
1 31 37
1 26 36
3 35 37
2 34 36
54
38
1 2 3
0 36 37
0 32 35
0 33 34
5 6 31
4 28 30
4 27 29
11 13 17
12 16 19
12 15 18
11 14 20
7 10 29
8 9 30
7 20 23
10 17 24
9 19 26
8 18 25
7 14 21
9 16 22
8 15 22
10 13 21
17 20 35
18 19 34
13 24 36
14 23 37
16 26 37
15 25 36
6 28 33
5 27 32
6 11 35
5 12 34
4 32 33
2 28 31
3 27 31
3 22 30
2 21 29
1 23 26
1 24 25
55
38
1 2 3
0 33 37
0 32 36
0 34 35
5 6 29
4 18 20
4 17 19
10 11 22
10 12 21
11 13 24
7 8 13
7 9 12
8 11 14
9 10 14
12 13 16
16 18 22
14 15 17
6 16 20
5 15 19
6 18 25
5 17 25
8 23 26
7 15 26
21 24 28
9 23 27
19 20 37
21 22 33
24 31 35
23 30 34
4 33 36
28 32 35
27 32 34
2 30 31
1 26 29
3 28 31
3 27 30
2 29 37
1 25 36
56
38
1 2 3
0 32 37
0 33 36
0 34 35
24 25 31
22 23 30
21 23 29
8 9 28
7 13 27
7 12 15
11 13 14
10 15 16
9 14 16
8 10 26
10 12 18
9 11 18
11 12 17
16 20 28
14 15 19
18 20 22
17 19 21
6 20 30
5 19 29
5 6 37
4 27 35
4 26 34
13 25 35
8 24 34
7 17 32
6 22 33
5 21 33
4 32 36
1 28 31
2 29 30
3 25 27
3 24 26
2 31 37
1 23 36
57
38
1 2 3
0 35 37
0 34 36
0 32 33
22 24 30
21 23 30
7 8 17
6 13 14
6 12 15
18 19 29
11 14 19
10 15 18
8 14 16
7 15 16
7 10 12
8 11 13
12 13 26
6 26 27
9 11 24
9 10 23
21 22 28
5 20 24
4 20 23
5 19 22
4 18 21
28 31 32
16 17 37
17 29 36
20 25 33
9 27 33
4 5 32
25 34 35
3 25 30
3 28 29
2 31 37
1 31 36
2 27 35
1 26 34
58
38
1 2 3
0 32 37
0 33 35
0 34 36
7 8 10
6 8 11
5 9 10
4 9 11
4 5 18
6 7 19
4 6 14
5 7 15
13 15 17
12 14 16
10 13 25
11 12 25
13 21 24
12 20 23
8 19 27
9 18 26
17 22 24
16 22 23
20 21 36
17 21 34
16 20 34
14 15 32
19 31 32
18 28 33
27 30 35
30 31 33
28 29 37
26 29 35
1 25 26
2 27 29
3 23 24
2 28 31
3 22 37
1 30 36
59
38
1 2 3
0 34 35
0 33 37
0 32 36
5 6 31
4 24 26
4 23 25
15 27 30
9 10 30
8 17 19
8 16 18
12 28 29
11 13 20
12 19 21
18 20 21
7 16 17
10 15 19
9 15 18
10 14 17
9 13 16
12 14 26
13 14 25
23 24 28
6 22 26
5 22 25
6 21 24
5 20 23
7 29 35
11 22 32
11 27 33
7 8 33
4 32 34
3 28 31
2 29 30
1 31 37
1 27 36
3 35 37
2 34 36
60
38
1 2 3
0 32 36
0 35 37
0 33 34
8 10 17
7 10 16
7 8 9
5 6 17
4 6 16
6 11 25
4 5 25
9 18 22
13 14 29
12 15 28
12 19 26
13 20 27
5 8 29
4 7 28
11 23 31
14 24 27
15 24 26
22 23 30
11 21 32
18 21 36
19 20 37
9 10 33
14 20 35
15 19 35
13 17 34
12 16 34
21 31 33
18 30 32
1 22 31
3 25 30
3 28 29
2 26 27
1 23 37
2 24 36
61
38
1 2 3
0 32 36
0 35 37
0 33 34
5 6 11
4 8 9
4 7 10
6 9 13
5 10 13
5 7 16
