36
1
24
1 2 3
13 18 22
14 15 23
16 17 20
18 19 21
10
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 16 17
10 15 22
11 15 23
12 20 22
12 21 23
13 18 23
13 19 22
16 18 21
17 19 20
11
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 17 22
10 17 23
11 15 16
12 20 22
12 21 23
13 18 23
13 19 22
15 18 21
16 19 20
12
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 18 19
8 20 21
9 10 17
9 11 16
10 15 22
11 14 23
12 20 22
12 21 23
13 18 23
13 19 22
16 18 21
17 19 20
13
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 16 17
6 14 16
7 18 19
8 20 21
9 11 17
9 16 22
10 11 15
10 14 23
12 20 22
12 21 23
13 18 23
13 19 22
15 18 21
17 19 20
14
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 12
3 6 13
5 7 14
5 13 15
7 8 16
9 11 17
10 16 18
11 19 20
12 14 21
13 22 23
14 19 22
15 18 23
15 21 22
16 20 23
17 18 20
17 19 21
15
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 13
5 14 15
7 16 17
8 10 16
9 11 18
11 19 20
12 13 21
12 19 22
14 22 23
15 17 23
15 21 22
16 20 23
17 18 20
18 19 21
16
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 14 16
7 13 17
8 12 15
9 11 18
10 13 19
11 20 21
12 20 22
14 22 23
15 21 23
16 17 23
16 19 22
17 18 21
18 19 20
17
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 14 16
7 17 18
8 19 20
9 11 15
10 14 21
11 21 22
12 19 22
12 20 23
13 17 23
13 18 22
15 16 23
16 17 20
18 19 21
18
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 14 16
7 17 18
8 19 20
9 11 21
10 16 21
11 15 22
12 19 22
12 20 23
13 17 23
13 18 22
14 15 23
16 17 20
18 19 21
19
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 10 12
3 4 13
3 6 14
5 7 15
5 16 17
7 18 19
8 15 18
9 20 21
10 13 19
11 20 22
11 21 23
12 13 22
12 15 23
14 16 23
14 17 22
16 18 21
17 19 20
20
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 14
5 15 16
7 8 17
7 10 18
9 10 15
11 14 19
11 20 21
12 20 22
13 21 23
15 22 23
16 17 23
16 18 22
17 19 21
18 19 20
21
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 14
5 15 16
7 8 17
7 10 18
9 10 19
11 20 21
11 22 23
12 18 20
13 17 22
14 21 23
15 17 23
15 19 22
16 18 21
16 19 20
22
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 15
5 14 16
7 8 17
7 10 18
9 11 19
10 20 21
11 20 22
12 18 22
13 17 23
14 21 23
15 16 23
15 19 22
16 17 21
18 19 20
23
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 15
5 14 16
7 8 17
7 10 18
9 11 19
10 20 21
11 20 22
12 18 23
13 17 22
14 21 23
15 16 23
15 19 22
16 18 21
17 19 20
24
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 13 15
5 16 17
7 8 15
7 10 18
9 19 20
10 12 21
11 19 22
11 20 23
13 21 22
14 16 23
14 17 22
15 18 23
16 18 20
17 19 21
25
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 14 15
5 16 17
7 8 18
7 15 19
9 10 20
10 13 18
11 19 21
11 22 23
12 15 22
13 16 23
14 21 23
16 20 22
17 18 21
17 19 20
26
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 14 15
5 16 17
7 8 18
7 15 19
9 10 20
10 13 21
11 18 22
11 21 23
12 16 19
13 18 23
14 22 23
15 17 22
16 20 21
17 19 20
27
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 14 15
5 16 17
7 8 18
7 16 19
9 10 20
10 19 21
11 13 18
11 21 22
12 16 23
13 15 22
14 22 23
15 17 23
17 19 20
18 20 21
28
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 12
3 6 14
5 14 15
5 16 17
7 8 18
7 16 19
9 10 20
10 19 21
11 13 22
11 21 23
12 19 23
13 15 18
14 22 23
15 17 22
16 20 21
17 18 20
29
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 15
5 16 17
7 10 16
7 18 19
8 20 21
9 10 22
11 12 22
11 18 20
13 17 21
13 20 23
14 17 19
14 18 23
15 16 23
19 21 22
30
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 15
5 16 17
7 10 18
7 14 19
8 13 18
9 10 20
11 19 21
11 22 23
12 14 22
13 16 23
15 21 23
16 20 22
17 18 21
17 19 20
31
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 15
5 16 17
7 10 18
7 14 19
8 13 20
9 10 16
11 15 21
11 19 22
12 22 23
13 17 23
14 21 22
16 20 23
17 18 20
18 19 21
32
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 16
5 15 17
7 10 18
7 14 19
8 13 18
9 11 20
10 21 22
11 19 21
12 14 23
13 17 22
15 22 23
16 17 23
16 19 20
18 20 21
33
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 16
5 15 17
7 10 18
7 14 19
8 13 18
9 11 20
10 21 22
11 21 23
12 14 23
13 20 21
15 19 22
16 17 19
16 20 23
17 18 22
34
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 12 16
5 17 18
7 10 17
7 19 20
8 21 22
9 16 17
10 15 23
11 12 15
11 19 21
13 18 22
13 21 23
14 18 20
14 19 23
16 20 22
35
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 15 16
5 17 18
7 14 16
7 17 19
8 12 19
9 10 20
10 12 21
11 13 22
11 21 23
13 14 23
15 22 23
16 18 22
17 20 21
18 19 20
36
24
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 9
2 12 13
3 4 14
3 6 15
5 15 16
5 17 18
7 14 17
7 16 19
8 12 19
9 10 20
10 13 21
11 12 22
11 21 23
13 14 23
15 22 23
16 18 22
17 20 21
18 19 20
