270
1
26
1 2 3
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 14 16
8 17 18
9 17 19
10 11 17
10 19 20
11 21 22
12 13 14
12 21 23
13 15 24
15 22 25
16 18 25
16 20 23
18 22 24
19 23 25
20 21 24
10
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 14 16
8 17 18
9 17 19
10 11 17
10 20 21
11 20 22
12 13 14
12 22 23
13 21 23
15 16 24
15 19 25
16 18 25
18 19 24
20 23 25
21 22 24
11
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 14 16
8 17 18
9 17 19
10 11 20
10 16 21
11 15 22
12 13 23
12 19 24
13 18 25
14 21 22
15 20 25
16 20 24
17 24 25
18 22 23
19 21 23
12
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 14 16
8 17 18
9 19 20
10 11 17
10 16 21
11 15 22
12 14 22
12 19 23
13 18 24
13 21 23
15 20 24
16 17 25
18 20 25
19 21 25
22 23 24
13
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 14 16
8 17 18
9 19 20
10 11 17
10 19 21
11 18 22
12 14 22
12 16 23
13 15 24
13 21 23
15 20 25
16 17 25
18 20 24
19 23 25
21 22 24
14
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 16 17
8 16 18
9 19 20
10 19 21
10 20 22
11 12 23
11 18 24
12 17 25
13 14 22
13 15 21
14 20 24
15 19 25
16 24 25
17 21 23
18 22 23
15
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 16 17
8 18 19
9 20 21
10 16 20
10 21 22
11 14 18
11 19 23
12 16 23
12 17 24
13 14 22
13 15 24
15 20 25
17 18 25
19 21 25
22 23 24
16
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 16 17
8 18 19
9 20 21
10 16 20
10 21 22
11 14 23
11 18 24
12 17 23
12 21 24
13 14 22
13 15 19
15 20 25
16 18 25
17 19 25
22 23 24
17
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 9
2 4 10
2 5 11
3 4 12
3 5 13
6 14 15
7 16 17
8 18 19
9 20 21
10 20 22
10 21 23
11 18 24
11 19 25
12 16 25
12 17 24
13 14 23
13 15 22
14 21 24
15 20 25
16 19 22
17 18 23
18
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 16 17
10 11 18
10 12 19
11 13 20
12 13 21
14 22 23
15 22 24
16 23 25
17 24 25
18 19 25
18 20 24
19 21 23
20 21 22
19
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 16 18
10 11 17
10 12 19
11 13 20
12 14 21
13 22 23
15 22 24
16 23 25
17 24 25
18 19 25
18 20 24
19 21 23
20 21 22
20
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 17 18
10 11 19
10 12 16
11 15 20
12 13 21
13 22 23
14 22 24
16 24 25
17 23 25
18 19 25
18 21 24
19 20 23
20 21 22
21
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 17 18
10 11 19
10 12 18
11 20 21
12 13 22
13 15 23
14 20 24
16 19 25
16 22 24
17 21 25
18 24 25
19 21 23
20 22 23
22
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 17
10 12 18
11 20 21
12 14 22
13 15 23
13 20 24
16 19 25
16 22 24
17 21 25
18 24 25
19 21 23
20 22 23
23
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 17
10 12 20
11 18 21
12 14 22
13 16 23
13 21 24
15 22 24
16 19 25
17 20 25
18 24 25
19 20 23
21 22 23
24
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 17
10 12 20
11 21 22
12 14 21
13 20 23
13 22 24
15 18 24
16 17 25
16 19 23
18 22 25
19 20 25
21 23 24
25
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 18
10 12 16
11 15 20
12 21 22
13 14 23
13 21 24
16 22 25
17 19 25
17 20 24
18 24 25
19 22 23
20 21 23
26
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 18
10 12 19
11 20 21
12 20 22
13 14 23
13 15 24
16 17 25
16 22 23
17 21 24
18 21 25
19 22 25
20 23 24
27
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 15 17
9 18 19
10 11 20
10 12 16
11 15 21
12 18 22
13 17 23
13 22 24
14 21 24
16 20 25
17 19 25
18 24 25
19 20 23
21 22 23
28
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 17 19
10 11 17
10 16 20
11 15 21
12 13 14
12 22 23
13 22 24
15 24 25
16 23 25
18 19 25
18 21 24
19 20 23
20 21 22
29
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 17 19
10 11 17
10 19 20
11 21 22
12 13 14
12 21 23
13 15 24
15 22 25
16 18 25
16 20 23
18 22 24
19 23 25
20 21 24
30
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 17 19
10 11 17
10 20 21
11 20 22
12 13 14
12 19 23
13 18 24
15 16 25
15 22 24
16 21 23
18 22 25
19 21 25
20 23 24
31
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 17 19
10 11 20
10 16 21
11 15 22
12 13 23
12 19 24
13 18 25
14 21 22
15 20 25
16 20 24
17 24 25
18 22 23
19 21 23
32
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 19 20
10 11 17
10 16 21
11 15 22
12 14 22
12 19 23
13 18 24
13 21 23
15 20 24
16 17 25
18 20 25
19 21 25
22 23 24
33
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 14 16
8 17 18
9 19 20
10 11 17
10 19 21
11 18 22
12 14 22
12 16 23
13 15 24
13 21 23
15 20 25
16 17 25
18 20 24
19 23 25
21 22 24
34
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 16 18
10 12 19
10 18 20
11 13 21
11 22 23
12 13 15
14 22 24
15 24 25
16 23 25
17 19 25
17 21 24
19 20 23
20 21 22
35
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 16 19
10 12 16
10 19 20
11 13 14
11 21 22
12 21 23
13 15 24
15 23 25
17 18 25
17 23 24
18 20 22
19 22 25
20 21 24
36
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 16 19
10 12 20
10 18 21
11 13 22
11 19 23
12 15 24
13 17 25
14 21 24
15 20 25
16 23 25
17 22 24
18 20 23
19 21 22
37
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 18 19
10 12 16
10 18 20
11 14 21
11 22 23
12 13 15
13 22 24
15 24 25
16 23 25
17 19 25
17 21 24
19 20 23
20 21 22
38
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 18 19
10 12 16
10 20 21
11 14 22
11 18 23
12 13 17
13 20 24
15 19 25
15 22 24
16 21 25
17 24 25
19 21 23
20 22 23
39
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 19 20
10 12 16
10 18 21
11 14 22
11 19 23
12 15 22
13 17 24
13 21 23
15 20 24
16 18 25
17 20 25
19 21 25
22 23 24
40
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 19 20
10 12 16
10 19 21
11 14 22
11 18 23
12 17 22
13 15 24
13 21 23
15 20 25
16 18 25
17 20 24
19 23 25
21 22 24
41
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 19 20
10 12 19
10 18 21
11 20 22
11 23 24
12 15 23
13 14 21
13 16 24
15 19 25
16 23 25
17 18 22
17 20 25
21 22 24
42
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 14 18
9 19 20
10 12 19
10 20 21
11 18 22
11 23 24
12 16 23
13 14 21
13 15 24
15 19 25
16 24 25
17 18 25
17 20 22
21 22 23
43
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 16 18
9 19 20
10 19 21
10 20 22
11 12 23
11 18 24
12 17 25
13 14 22
13 15 21
14 20 24
15 19 25
16 24 25
17 21 23
18 22 23
44
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 18 20
10 16 21
10 18 22
11 14 23
11 21 24
12 13 15
12 20 24
13 19 22
14 17 25
15 20 25
16 24 25
17 19 23
21 22 23
45
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 18 20
10 18 21
10 20 22
11 19 23
11 22 24
12 13 14
12 16 24
13 15 21
14 20 25
15 17 23
16 22 25
17 19 25
21 23 24
46
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 16 20
10 21 22
11 14 18
11 19 23
12 16 23
12 17 24
13 14 22
13 15 24
15 20 25
17 18 25
19 21 25
22 23 24
47
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 16 20
10 21 22
11 14 23
11 18 24
12 17 23
12 21 24
13 14 22
13 15 19
15 20 25
16 18 25
17 19 25
22 23 24
48
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 18 20
10 21 22
11 18 23
11 19 24
12 14 16
12 17 23
13 14 22
13 15 24
15 20 25
16 19 25
17 21 25
22 23 24
49
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 18 20
10 21 22
11 19 23
11 21 24
12 14 23
12 16 24
13 14 22
13 15 17
15 20 25
16 18 25
17 19 25
22 23 24
50
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 20 22
10 21 23
11 18 22
11 19 24
12 16 24
12 17 21
13 14 23
13 15 19
14 16 25
15 20 25
17 18 25
22 23 24
51
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 9
2 5 11
3 4 12
3 6 13
5 14 15
7 16 17
8 18 19
9 20 21
10 20 22
10 21 23
11 18 24
11 19 25
12 16 25
12 17 24
13 14 23
13 15 22
14 21 24
15 20 25
16 19 22
17 18 23
52
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 15
7 13 16
8 12 17
9 11 18
10 11 19
12 20 21
13 22 23
14 19 24
15 18 25
16 22 24
16 23 25
17 20 25
17 21 24
18 20 23
19 21 22
53
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 13 17
8 12 18
9 11 19
10 16 19
11 15 20
12 21 22
13 23 24
14 15 25
16 21 23
17 20 24
17 23 25
18 20 22
18 21 25
19 22 24
54
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 17 18
8 19 20
9 11 21
10 16 21
11 15 22
12 19 23
12 20 24
13 17 24
13 18 23
14 15 25
16 23 25
17 20 22
18 19 25
21 22 24
55
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 17 18
8 19 20
9 11 21
10 16 22
11 15 23
12 19 24
12 20 25
13 17 25
13 18 24
14 22 23
15 21 24
16 21 25
17 20 22
18 19 23
56
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 14 16
7 17 18
8 19 20
9 11 21
10 21 22
11 22 23
12 19 24
12 20 25
13 17 25
13 18 24
14 15 23
15 16 24
16 21 25
17 20 22
18 19 23
57
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 18 19
8 20 21
9 16 22
10 16 23
11 14 15
11 22 23
12 20 24
12 21 25
13 18 25
13 19 24
14 17 24
15 17 25
18 21 22
19 20 23
58
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 18 19
8 20 21
9 16 22
10 16 23
11 14 15
11 22 24
12 20 24
12 21 25
13 18 25
13 19 24
14 17 23
15 22 25
17 18 21
19 20 23
59
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 18 19
8 20 21
9 16 22
10 17 23
11 14 23
11 15 22
12 20 24
12 21 25
13 18 25
13 19 24
14 17 24
15 16 25
18 21 22
19 20 23
60
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 10 14
5 9 15
6 16 17
7 18 19
8 20 21
9 16 22
10 22 23
11 14 23
11 22 24
12 20 24
12 21 25
13 18 25
13 19 24
14 15 17
15 16 25
17 18 21
19 20 23
61
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 15
7 13 16
8 12 17
9 10 18
10 11 19
12 20 21
13 22 23
14 19 24
15 18 25
16 22 24
16 23 25
17 20 25
17 21 24
18 20 23
19 21 22
62
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 13 17
8 12 18
9 10 19
10 16 20
11 15 19
12 21 22
13 23 24
14 16 25
15 21 23
17 20 24
17 23 25
18 20 22
18 21 25
19 22 24
63
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 17 18
8 19 20
9 10 21
10 16 22
11 15 21
12 19 23
12 20 24
13 17 24
13 18 23
14 16 25
15 23 25
17 20 22
18 19 25
21 22 24
64
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 17 18
8 19 20
9 10 21
10 16 22
11 15 23
12 19 24
12 20 25
13 17 25
13 18 24
14 22 23
15 21 24
16 21 25
17 20 22
18 19 23
65
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 14 15
6 9 16
7 17 18
8 19 20
9 10 21
10 22 23
11 21 22
12 19 24
12 20 25
13 17 25
13 18 24
14 16 23
15 16 24
15 21 25
17 20 22
18 19 23
66
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 13 17
8 12 18
9 16 19
10 11 19
10 14 20
12 21 22
13 23 24
14 15 25
16 21 23
17 20 24
17 23 25
18 20 22
18 21 25
19 22 24
67
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 17 18
8 19 20
9 16 21
10 11 21
10 14 22
12 19 23
12 20 24
13 17 24
13 18 23
14 15 25
16 23 25
17 20 22
18 19 25
21 22 24
68
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 17 18
8 19 20
9 16 21
10 11 22
10 14 23
12 19 24
12 20 25
13 17 25
13 18 24
14 22 24
15 21 23
16 22 25
17 20 21
18 19 23
69
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 15
7 17 18
8 19 20
9 21 22
10 11 21
10 22 23
12 19 24
12 20 25
13 17 25
13 18 24
14 15 23
14 16 24
16 21 25
17 20 22
18 19 23
70
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 15 22
10 14 17
10 22 23
11 15 23
12 20 24
12 21 25
13 18 25
13 19 24
14 16 24
16 17 25
18 21 22
19 20 23
71
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 15 22
10 14 17
10 22 23
11 15 24
12 20 23
12 21 25
13 18 25
13 19 23
14 16 24
16 18 21
17 22 25
19 20 24
72
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 15 22
10 14 17
10 23 24
11 15 23
12 20 24
12 21 25
13 18 25
13 19 24
14 23 25
16 17 22
16 18 21
19 20 22
73
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 15 22
10 14 23
10 17 22
11 16 23
12 20 24
12 21 25
13 18 25
13 19 24
14 16 24
15 17 25
18 21 22
19 20 23
74
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 15 22
10 14 23
10 22 24
11 22 23
12 20 24
12 21 25
13 18 25
13 19 24
14 16 17
15 17 25
16 18 21
19 20 23
75
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 11 14
5 15 16
6 9 17
7 18 19
8 20 21
9 22 23
10 17 22
10 23 24
11 15 23
12 20 24
12 21 25
13 18 25
13 19 24
14 15 25
14 16 17
16 18 21
19 20 22
76
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 18
8 12 19
9 10 11
9 16 17
10 15 20
11 15 21
12 22 23
13 24 25
16 22 24
17 23 25
18 20 25
18 21 24
19 20 23
19 21 22
77
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 13 18
8 12 19
9 10 11
9 17 20
10 17 21
11 15 16
12 22 23
13 24 25
15 22 24
16 23 25
18 20 25
18 21 24
19 20 23
19 21 22
78
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 16 17
10 15 22
11 15 23
12 20 24
12 21 25
13 18 25
13 19 24
16 23 24
17 22 25
18 21 22
19 20 23
79
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 16 22
10 15 23
11 22 23
12 20 24
12 21 25
13 18 25
13 19 24
15 17 24
16 17 25
18 21 22
19 20 23
80
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 17 22
10 17 23
11 15 16
12 20 24
12 21 25
13 18 25
13 19 24
15 23 24
16 22 25
18 21 22
19 20 23
81
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 14 17
7 18 19
8 20 21
9 10 11
9 17 22
10 22 23
11 15 23
12 20 24
12 21 25
13 18 25
13 19 24
15 16 24
16 17 25
18 21 22
19 20 23
82
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 17 18
8 19 20
9 10 21
9 11 22
10 11 23
12 19 24
12 20 25
13 17 25
13 18 24
14 22 23
15 21 24
16 21 25
17 20 22
18 19 23
83
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 16
7 17 18
8 19 20
9 10 21
9 11 22
10 11 23
12 19 24
12 20 25
13 17 25
13 18 24
14 22 24
15 21 23
16 22 25
17 20 21
18 19 23
84
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 13 18
8 12 19
9 10 17
9 11 16
10 15 20
11 14 21
12 22 23
13 24 25
16 22 24
17 23 25
18 20 25
18 21 24
19 20 23
19 21 22
85
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 18 19
8 20 21
9 10 17
9 11 16
10 15 22
11 14 23
12 20 24
12 21 25
13 18 25
13 19 24
16 23 24
17 22 25
18 21 22
19 20 23
86
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 18 19
8 20 21
9 10 17
9 11 22
10 22 23
11 14 23
12 20 24
12 21 25
13 18 25
13 19 24
15 16 24
16 17 25
18 21 22
19 20 23
87
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
5 14 16
6 15 17
7 18 19
8 20 21
9 10 17
9 11 22
10 22 23
11 14 24
12 20 23
12 21 25
13 18 25
13 19 23
15 16 24
16 18 21
17 22 25
19 20 24
88
26
1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 7 10
2 4 11
2 5 12
3 4 13
3 14 15
